id,name,subject,salary
7104,John Charles,Physics,56556.68
7105,Kirk Gibbs,Physics,48636.26
7106,Kathleen Johnson,Biology,69352.99
7107,Stephanie Garcia,Physics,69842.52
7108,Maria Vincent,Science,49907.78
7109,Melissa Garcia,Physics,52319.31
7110,Mary Moore,Math,36122.4
7111,David Miles,Science,50044.22
7112,Steven Hernandez,Biology,44628.57
7113,Kimberly Smith,English,78392.82
7114,Cynthia Mitchell,Computer,56579.21
7115,Andrew Stanley,Physics,64519.35
7116,Garrett Hoffman,History,67563.02
7117,Joel Meyer,Biology,31319.22
7118,Marissa Merritt,Science,34930.41
7119,Steven Jones,Science,61499.5
7120,Mrs. Christine Salas,History,61801.7
7121,Travis Ellis,Physics,45974.22
7122,Melissa Holder,Geography,58737.98
7123,Kristen Barber,Math,57863.82
7124,Sarah Simmons,History,75941.21
7125,Laura Johnson,Geography,40159.23
7126,Pamela Jackson,English,59936.86
7127,Michelle Crawford,Physics,43027.02
7128,John Pena,Computer,52146.59
7129,Jamie Coffey,Biology,37432.58
7130,Jeffrey Ferguson,Geography,49770.68
7131,Alexandria Peterson,English,55969.24
7132,Keith Martin,English,79346.11
7133,Samantha Anderson,Science,54907.54
7134,Jessica Simmons,Computer,42128.75
7135,Stephanie Johnson,Geography,43974.81
7136,Miguel Campbell,Physics,68976.06
7137,Nicholas Hull,Biology,66922.22
7138,Sandra Jenkins,Computer,62815.43
7139,Jason Yu,English,30007.83
7140,Timothy Ross,Computer,61644.11
7141,George Larson,Chemistry,56812.05
7142,Amanda Smith,History,47229.26
7143,Scott Martinez,English,30773.8
7144,Kevin Freeman,Physics,65643.77
7145,Jose Johnson,Physics,60883.57
7146,Cory Simmons,Biology,61355.34
7147,Frank Powell,Computer,35910.07
7148,Kristin Fisher,Science,30376.63
7149,Darren Cross,English,79161.46
7150,Katherine Garner,Science,34703.78
7151,Carol Smith,Geography,68320.96
7152,Abigail Mcdonald,Chemistry,35431.69
7153,Kevin Phillips,English,34910.14
7154,Grace Howard,Math,78918.68
7155,Norman Williams,Science,43862.27
7156,Stacey Shannon,Biology,58427.0
7157,Jasmine Salazar,English,77590.87
7158,Amy Allen,Physics,36086.19
7159,Nathan Forbes,Science,52787.4
7160,Larry Kane,Science,33142.62
7161,Briana Chandler,Biology,73395.25
7162,Laura Williams,Chemistry,30879.19
7163,Mackenzie Schwartz,Physics,39543.02
7164,Eric Perez,Computer,37413.42
7165,Erica Luna,Physics,65329.1
7166,David Ross,Computer,39399.69
7167,David Austin,Computer,34168.63
7168,Joshua Soto,Science,62821.38
7169,Mr. Zachary Padilla,Biology,73417.45
7170,Mr. Michael Miller Jr.,Science,73850.7
7171,Amber Miller,History,36545.07
7172,Elizabeth Lynch,Science,43809.41
7173,Michele Smith,Chemistry,58350.42
7174,Beverly Martin,Physics,60108.19
7175,Maria Fleming,Physics,42193.57
7176,Edward Rush,Science,70205.3
7177,Tara Reed,English,68195.1
7178,Christopher Palmer,Science,74220.66
7179,Pamela Gardner,Biology,68977.4
7180,Brandon Gonzalez,Science,67657.44
7181,Gabriel Crane,Computer,71329.68
7182,Daniel Murray,Physics,43515.92
7183,William Cole DVM,Biology,49214.65
7184,Joann Cook,Chemistry,55155.43
7185,Lori Jones,Physics,67216.38
7186,Douglas Dickson,Biology,52182.28
7187,Paige Wilson,Math,57174.23
7188,Diana Byrd,Geography,72365.3
7189,Nicole Bennett,History,60065.63
7190,Donna Silva,Physics,63566.16
7191,John Fox,History,42365.57
7192,Tiffany Reid,English,74107.95
7193,Ashley Mullins,Chemistry,33567.22
7194,Michael Miller,Biology,66111.59
7195,Brittney Cook,Science,59472.67
7196,Susan Porter,Computer,65446.01
7197,Olivia Clark,Physics,50482.26
7198,John King,Biology,68646.52
7199,David Santos,History,53918.05
7200,Stephen Walls,Math,35785.08
7201,Misty Farmer,English,67816.51
7202,Michelle Conley,Computer,49525.88
7203,Lisa Hanson,Physics,75049.79
7204,Gary Johnson,English,38905.11
7205,Deborah Dudley,Geography,50201.85
7206,Danny Smith,Biology,46686.32
7207,Monica Duncan,Biology,64875.98
7208,Donna Ruiz MD,English,62063.01
7209,Courtney Thompson,Math,33283.07
7210,Lauren Martin,Math,47827.01
7211,Kenneth Wright PhD,Geography,60316.05
7212,Amanda Wallace,Biology,46851.75
7213,Dr. Taylor Robinson,Biology,76962.85
7214,Paul Hale,Chemistry,53172.95
7215,Mark Hawkins,Chemistry,55840.84
7216,Lisa Cox,History,75851.53
7217,Jason Barnes,Physics,71489.93
7218,Heather Brown,Geography,36663.38
7219,Lori Peck,Math,67862.77
7220,Jacob Miller,History,39446.03
7221,Michael Jones,Computer,43773.87
7222,Tim Petersen,Physics,71327.77
7223,Rickey Jones,Biology,76229.0
7224,Ryan Salazar,Chemistry,77002.68
7225,Angela Baker,Geography,64638.74
7226,Mr. Joseph Gallagher,Biology,66462.39
7227,Samantha Underwood,Chemistry,77232.04
7228,William Gay,Biology,74573.59
7229,Brittany Martin,History,44549.38
7230,Sara West,Science,62734.24
7231,Christine Gardner,Physics,44972.81
7232,Breanna Medina,English,60854.34
7233,Jason Skinner,Physics,45532.61
7234,Mr. Leon Lopez MD,Computer,69389.87
7235,Karen Miles,Geography,74279.99
7236,Rebecca Smith,Math,30992.54
7237,Anne Fitzpatrick,Chemistry,31019.85
7238,James Kemp,Math,46162.76
7239,Douglas Yang,Chemistry,32930.2
7240,George Garcia,Math,47476.93
7241,Amber Nguyen,History,32438.67
7242,William Turner,Biology,47310.2
7243,Caitlin Wade,Science,44121.8
7244,Tina Hall,Math,77334.75
7245,Jean Gonzalez,History,32317.42
7246,Evan Cook,History,36115.97
7247,Sara Johnson,English,33576.94
7248,Hannah Gutierrez,Biology,71603.19
7249,Cristian Washington,Physics,31460.32
7250,Raymond Murray Jr.,Chemistry,67209.21
7251,Daniel Valencia,Chemistry,30356.7
7252,Madison Baker,Math,67158.54
7253,Brian Hernandez,Chemistry,35895.96
7254,Jessica Cook,English,58511.71
7255,Linda Horn,Biology,74869.04
7256,Mr. Robert Bradley,History,49702.48
7257,Valerie Rodriguez,Geography,71022.49
7258,Lauren Johnson,English,79395.5
7259,Jacob Martinez,Geography,34271.33
7260,Gregory Moreno,Biology,59687.5
7261,Thomas Jordan,Geography,74316.17
7262,Mr. Matthew Bailey,Biology,56652.3
7263,James Vazquez,Geography,30068.42
7264,Matthew Saunders,History,61069.5
7265,Jason Fisher,English,72909.06
7266,Tiffany Lee,Computer,39246.6
7267,Michael Davis,Math,56365.61
7268,Kaitlyn Barron,History,55183.77
7269,Mr. Adam Petty Jr.,History,63171.62
7270,Todd Horn,Chemistry,45319.26
7271,Adrian Adams,English,41389.6
7272,Thomas Mullen,Computer,44165.6
7273,George Duarte,Biology,46826.48
7274,John Lane,Biology,54544.46
7275,Samantha Kelley,Biology,67689.38
7276,Anita Duffy,Chemistry,48481.44
7277,Robert Singh,English,73408.93
7278,Jorge Morrison,Math,47414.11
7279,Danielle Brown,History,75026.78
7280,William Martinez,Computer,31426.18
7281,Patricia Hale,Physics,53369.29
7282,Carlos Brooks,Physics,62456.17
7283,Mr. Michael Hill MD,Computer,31595.74
7284,John Moreno,Biology,78422.88
7285,Nicole Johnson,Math,55654.1
7286,Angela Gonzales,Math,58156.15
7287,Victoria Phillips,Math,32039.67
7288,Danny Gibson,English,65303.94
7289,Sabrina Hanson,Physics,49806.91
7290,Gabriel Dougherty,Computer,36073.37
7291,Stephanie Chandler,Physics,65332.47
7292,Charles Robinson,History,38785.13
7293,Michael Smith,Math,30203.62
7294,Barbara Romero,Chemistry,31588.11
7295,Sabrina Solomon,Physics,34388.58
7296,Lisa Chan,Physics,73957.86
7297,Danielle Smith,Math,30523.03
7298,Brandon Salazar,Computer,52309.68
7299,Susan Johnson,Math,68577.48
7300,Ryan Bryant,Science,42303.12
7301,Jaime Anderson DVM,Computer,45163.0
7302,Angel Odom,Math,55661.85
7303,David Sanchez,English,78806.16
7304,Christopher Stephenson,Biology,77006.99
7305,Kelly Koch,Science,61910.03
7306,Melanie Johnson,Science,58028.82
7307,Ms. Pamela Rodriguez,Math,79961.86
7308,Patrick Chapman,Chemistry,66249.95
7309,Maria Sanders,English,62764.9
7310,Grace Hernandez,Chemistry,70723.87
7311,Nicole Lewis,Biology,33135.26
7312,Lauren Weiss,Math,39326.87
7313,Melanie Harris,Math,31206.34
7314,Deborah Bailey,Biology,48994.4
7315,Carlos Price,History,56693.09
7316,Susan Krueger,Biology,67348.51
7317,Eric Ewing,Science,66008.36
7318,Tammy Henry,Biology,64205.8
7319,Rhonda Shepard,Geography,40411.27
7320,Samuel Powell,Physics,50535.89
7321,Evan Orozco,Math,55377.8
7322,Lisa King,History,49061.64
7323,Amy Garcia,English,65717.56
7324,Kelli Herrera,Science,41290.23
7325,Michael Mitchell,Biology,70739.4
7326,Angela Mclaughlin,Geography,79877.41
7327,Matthew Roman,Geography,49668.6
7328,William Mcmahon,Physics,39914.03
7329,Taylor Williams,English,37493.7
7330,Debra Carter,Science,43760.52
7331,Ashley Ellis,Math,33532.38
7332,Krista Church,History,62727.72
7333,Nathan Morris,English,61336.15
7334,Chad Clayton,Physics,76763.98
7335,Luke Davis,Biology,45211.48
7336,Christian Lee,English,32157.87
7337,Edgar Sanders,Chemistry,45559.35
7338,Casey Brooks,Geography,51679.01
7339,Lacey Lucas,Geography,37894.36
7340,Joseph Bray,Math,39915.53
7341,Laura Lawson,History,32742.26
7342,Allen Velasquez,Computer,70163.53
7343,Sarah Smith,Computer,74154.1
7344,Monica Henderson,Science,55722.31
7345,Russell Lee,Math,36811.5
7346,David Bowers,Math,43352.25
7347,Julia Gonzalez,Computer,57739.77
7348,Terrance Horton,Chemistry,49838.11
7349,Lisa Patterson,Physics,53610.66
7350,Elizabeth Meadows,Computer,57431.74
7351,Justin Williams,Biology,43141.51
7352,Jennifer Pearson,Biology,35173.39
7353,Taylor Miller,Math,58601.07
7354,Monica Floyd,Biology,57252.94
7355,Amy Vargas,Physics,47062.68
7356,Angela Woods,Biology,58635.37
7357,Christina Johnston,Biology,43804.59
7358,Lisa Evans,Computer,44783.36
7359,Michelle Butler,Computer,68580.13
7360,Mark Gillespie,Geography,53966.37
7361,Victoria Fox,Science,49715.72
7362,Derek Matthews,Physics,71779.15
7363,Amanda Gordon,Physics,31678.77
7364,Thomas Walker,English,72337.58
7365,Brian Hansen,Science,62569.52
7366,Ronald Powell,Biology,34129.02
7367,Scott Romero,English,57355.47
7368,Jose Kramer,Computer,78601.71
7369,Gregory Barnett,Computer,78459.8
7370,Jennifer Duarte,History,45519.87
7371,Matthew Vance,Biology,50168.19
7372,Julie Berry,Computer,71806.67
7373,Janice Hawkins,Computer,55078.54
7374,Edward Miller,Computer,76414.27
7375,Stefanie Torres,History,77054.21
7376,Tracy Cook,Geography,50817.41
7377,Mr. Roy Smith,Geography,35512.03
7378,Matthew Lewis,Biology,70929.58
7379,Benjamin Rios,Biology,38756.3
7380,Michael Gutierrez,Science,45856.58
7381,Daniel Garcia,Chemistry,47934.31
7382,Ashley Anderson,Geography,33983.79
7383,Audrey Morales,Biology,67816.18
7384,Terri Anderson,Chemistry,74955.13
7385,Amber Martinez,Physics,47638.73
7386,Katherine Thompson,Math,41279.61
7387,Don Morrow,Math,79791.03
7388,Rebecca Howard,History,42957.04
7389,Molly Thomas,History,38457.12
7390,Bradley Armstrong,History,77004.37
7391,Tommy Moore,Chemistry,73538.5
7392,Michael Mason,Computer,32295.06
7393,Antonio Davis,Computer,36412.2
7394,Kenneth Myers,Geography,50936.88
7395,Mario Burgess,History,45296.22
7396,Kyle David,Science,63963.85
7397,Jeffery Lopez,History,35810.81
7398,Katie White,Math,30512.4
7399,Abigail Mitchell,Biology,46082.68
7400,Connie Moore,Physics,69532.85
7401,Tiffany Steele,Computer,43021.62
7402,Kathryn Hensley,Biology,75661.13
7403,Roy Harris,Physics,67143.05
7404,Tyler Williams,Computer,30014.43
7405,Mark Gomez,Physics,31325.17
7406,Kim Thomas,Geography,40913.39
7407,Ashley Callahan,Physics,67296.63
7408,Richard Nelson,Physics,77725.18
7409,Jenny Tucker,English,30684.72
7410,Karl Brown,History,38936.18
7411,Jonathan Hunt,Science,72872.47
7412,Robin Martinez,History,40477.78
7413,Emily Perez,Computer,50521.94
7414,Ashley Smith,Geography,67998.52
7415,Don Simpson,Physics,64513.73
7416,Todd Johnston,English,41589.83
7417,Jessica Winters,English,45792.42
7418,Renee Avila,Physics,49823.63
7419,April Garcia,Physics,74741.16
7420,Mary Ramirez,Chemistry,35851.37
7421,Alyssa Leblanc,Math,77548.6
7422,Terry King,Physics,41372.18
7423,Shannon Parsons,English,36763.44
7424,Jacqueline Schroeder,Physics,49304.96
7425,Jon Reynolds,Chemistry,72240.37
7426,Nancy Farrell,History,77063.08
7427,Traci Santana,History,48333.09
7428,Valerie Bailey,Chemistry,51921.07
7429,Austin Hernandez,Science,50407.96
7430,Stacey Ray,Math,69538.4
7431,Anita Ortiz,Math,46579.02
7432,Roger Stevenson,Math,44827.93
7433,Mrs. Melissa Jones,Biology,30802.81
7434,Julie Nelson,History,69081.67
7435,Laura Carter,Computer,36910.16
7436,Charles Hudson,English,40946.31
7437,Lisa Morales,English,73075.87
7438,Joseph Torres,Chemistry,30216.4
7439,Morgan Scott,History,47742.98
7440,Megan Johnson,Geography,43593.48
7441,Michael Garza,Science,41481.64
7442,Johnny Wood,Math,75833.02
7443,Justin Smith,Geography,43833.48
7444,Emily Andrews,Geography,42092.86
7445,Michael Booth,Geography,46421.44
7446,Melissa Freeman,History,50710.69
7447,Kristopher Tucker,Math,55870.36
7448,April Lee,Math,66572.66
7449,Christopher Brown,History,63181.72
7450,Jeffrey Ortiz,Physics,69128.4
7451,Margaret Rice,Chemistry,66853.21
7452,Tracey Miller,Geography,37612.19
7453,Christopher Brooks,Chemistry,45321.27
7454,Sandra Howard,English,68554.02
7455,Jordan Flores,Math,47494.46
7456,Christopher Edwards,History,40939.11
7457,Jose Coffey,Computer,45034.24
7458,Philip Morris,Geography,50035.02
7459,Peter Preston,Science,60826.63
7460,Catherine Logan,History,66268.72
7461,Patrick Keller,Science,30587.81
7462,Jonathan Blake,Geography,77536.83
7463,Rachael Garcia,Geography,45613.83
7464,Erin Rodriguez,Chemistry,31345.46
7465,Kevin Davis MD,Geography,45494.67
7466,Robert Tyler,Math,69023.29
7467,Lindsay Roth,Biology,68420.23
7468,Paula Baldwin,Math,53444.31
7469,Michele Bishop,Computer,64014.0
7470,Mr. David Kramer,History,71603.55
7471,Darlene Fletcher,Math,40279.78
7472,Katherine Shields,Chemistry,38057.86
7473,Taylor Wilson,Physics,76857.57
7474,Kimberly Myers,Science,49752.29
7475,Robert Briggs,English,70477.71
7476,Mrs. Heidi James MD,Math,60728.09
7477,Danielle Mendez,Geography,71542.77
7478,Alicia Roberts,History,60099.15
7479,Shane Miranda,Geography,49502.58
7480,Natalie Price,Biology,47118.45
7481,Thomas Barrett,Geography,40300.61
7482,Samantha Johnson,Science,78335.98
7483,Carol Smith,Computer,77495.37
7484,Mitchell Dawson,Physics,60384.66
7485,Monica Maldonado,Physics,46433.07
7486,Joseph Hartman,History,48414.3
7487,Cassandra Chen,Chemistry,31123.53
7488,Timothy Villegas,Biology,74154.95
7489,Charles Green,Math,71857.54
7490,Julie Silva,English,41280.83
7491,Christopher Hall,History,69729.63
7492,Brian Miller,Computer,41062.65
7493,Bradley Hayes,English,31943.89
7494,Susan Orozco,Computer,67228.49
7495,Michael Maynard,Computer,39505.28
7496,Ashley Perez,Science,56508.96
7497,Jenna Taylor,English,30192.77
7498,Derek Hopkins,Science,42653.53
7499,Jonathan King,Chemistry,37954.21
7500,John Bridges,Geography,58932.9
7501,Jared Baker DVM,Physics,45062.84
7502,Valerie Austin,History,40915.73
7503,Ashley Sims,Geography,66992.06
7504,Mr. Zachary French MD,Geography,70175.21
7505,Christian Patel,Geography,73205.09
7506,Stephen Garcia MD,Computer,68701.8
7507,Juan Bennett,Physics,77241.46
7508,Kathy Gutierrez,Computer,40633.67
7509,Chad Gibbs,Chemistry,69369.44
7510,Derek Bryant,Biology,72325.63
7511,Jessica Petersen,English,65384.43
7512,Heather Fernandez,Biology,46095.75
7513,Andrew Williams,History,43834.05
7514,Leslie Torres,Chemistry,40570.22
7515,Heather Jones,Geography,54400.65
7516,Larry Simpson,Chemistry,60544.12
7517,Chad Avery,Math,51810.34
7518,Barbara Sweeney,History,36419.01
7519,Nathan Tyler,Chemistry,61047.46
7520,Omar Murray,English,41928.6
7521,Brent Richardson,English,58260.7
7522,Sierra Burton,English,42623.36
7523,Nicholas Ferguson,Chemistry,48004.63
7524,Martin Smith,Computer,52965.7
7525,Julie Wright,Biology,40540.18
7526,Jeffrey Archer,Chemistry,43593.78
7527,Scott Young,English,59958.22
7528,Frederick Schultz,Biology,47650.06
7529,Kelsey Taylor,History,62550.06
7530,Jeremiah Wolf,Chemistry,46947.61
7531,Meghan Reynolds,Science,64396.81
7532,Leah Koch,Geography,65779.96
7533,Tonya Bailey,English,37136.88
7534,Karen Walsh,History,45823.78
7535,Mark Higgins,Science,36845.12
7536,Blake Hall,History,51174.46
7537,Brian Fernandez,English,37574.32
7538,Jessica Jackson,Science,64641.31
7539,Thomas Wood,History,77517.24
7540,Benjamin Riley,Biology,73185.54
7541,Nicholas Nguyen,Biology,31046.52
7542,Steven Todd,Science,53203.76
7543,Yvonne Long,Physics,70732.04
7544,Michael James,Geography,36666.85
7545,William Moyer,Biology,79039.49
7546,Paul Gordon,Math,50151.88
7547,Heather Terry,History,67145.02
7548,Pedro Cummings,Computer,52338.28
7549,Brenda Marshall,Physics,61690.85
7550,Sara Kim,Physics,53019.95
7551,Hector Velazquez,Computer,38009.95
7552,Katelyn Grimes,Geography,79158.42
7553,Michelle Munoz,Geography,66149.45
7554,Christie Williams,Math,63938.14
7555,Monique Cantu,Science,78753.72
7556,Christine Simmons,Geography,59421.98
7557,Cristian Li,Math,44672.37
7558,Austin Jackson,Science,30631.93
7559,Sherri Sanders,Computer,61559.72
7560,Michael Terry,Geography,46143.03
7561,Dawn Liu,Science,48574.74
7562,Tamara Shelton,Geography,64236.96
7563,Hannah Soto,Biology,55665.76
7564,Christina Weber,Math,38714.64
7565,Aaron Henderson,Math,46974.46
7566,Casey White,Math,77271.88
7567,Alexander Bell,English,79469.53
7568,Jason Schmidt,Science,33613.91
7569,David Smith,History,39088.29
7570,Nicole Cooper,Chemistry,35540.02
7571,Erin Harris,English,56728.08
7572,Jason Cruz,History,36476.12
7573,Laura Franco,History,47987.69
7574,Michael Barry,Science,57802.42
7575,Martin Johnson,History,77395.68
7576,Mary Gilbert,Computer,65381.55
7577,Sarah Williams,Computer,70217.03
7578,Martha Miranda,Chemistry,39445.13
7579,Leslie Burton,English,48738.04
7580,Matthew Payne,Physics,32134.75
7581,Brandy Sherman,English,50247.6
7582,Noah Kelley,Geography,62012.25
7583,Sandra Smith,Biology,67543.52
7584,Becky Brown,Computer,61348.6
7585,Billy Reed,English,60745.18
7586,John Adams,Biology,78782.16
7587,Kenneth Murphy,Computer,47245.3
7588,Natalie Becker,Computer,63887.05
7589,Diane Murphy,Math,77625.36
7590,Laura Cervantes,History,71324.41
7591,Tony Hayden,Math,57766.23
7592,Tracy Smith,English,50174.0
7593,Sarah Jones,Biology,33231.51
7594,Brian Simpson,Chemistry,74596.61
7595,Michael Abbott,Biology,65680.87
7596,Tommy Mcclure,Math,64961.06
7597,Christopher Salinas,Math,54668.45
7598,Christopher Kelly,Geography,58431.37
7599,Emily James,Physics,47934.1
7600,Anthony Allen,Math,47199.07
7601,Kevin Blankenship,Computer,71569.42
7602,Elizabeth Newman,Math,66314.48
7603,Rhonda Joseph,Physics,78085.54
7604,Rachel Fowler,Biology,36946.34
7605,Sara Franklin,Computer,40362.47
7606,Kyle Vasquez,Biology,73813.54
7607,Rodney Hensley,Physics,48421.06
7608,Randy Reeves,Chemistry,78388.0
7609,Joshua Benjamin,Chemistry,47809.75
7610,David Vazquez,Geography,74321.44
7611,Matthew Hobbs,History,77670.22
7612,James Ramirez,Computer,48624.34
7613,Mark Delacruz,Science,69908.14
7614,Kyle Clark,Physics,61130.52
7615,Neil Campbell,Physics,56299.88
7616,Bonnie Hunter,Biology,40387.28
7617,Dominique Clark,Physics,33699.37
7618,Timothy Martin,Geography,69836.16
7619,Linda Kennedy,History,64659.78
7620,Emily Davis,Computer,34012.48
7621,Amber Kennedy,Physics,39814.02
7622,Morgan Ryan,Math,34901.44
7623,Lauren Moore,Physics,77975.48
7624,Ashley Martin,Physics,30629.27
7625,John Lopez,Chemistry,48954.76
7626,Rachel Donovan,Computer,53931.6
7627,Brandon Rivera,History,39805.76
7628,Christina Richard,Geography,73191.98
7629,Miranda Sherman,Chemistry,56894.47
7630,Jesus King,Computer,57347.05
7631,Shawna Bradshaw,Chemistry,58528.96
7632,Charles Torres,Geography,54908.97
7633,Andre Powell,History,65516.34
7634,Heather Padilla,Biology,77266.02
7635,Anthony Snyder,Math,39281.75
7636,Kyle Miller,History,37315.44
7637,Cynthia Johnston,Biology,31948.07
7638,Paul Diaz,Chemistry,31780.41
7639,Samuel Hall,Computer,56026.67
7640,Ryan Brown,History,79600.32
7641,Kevin Owens,Math,63932.49
7642,Brian Houston,Chemistry,74809.05
7643,Mr. Thomas Tran,Geography,54239.78
7644,Eric Cox,Biology,65163.35
7645,Tyrone Diaz,Chemistry,35834.54
7646,Brandi Walton,Physics,51227.12
7647,Shannon Espinoza,Biology,78812.17
7648,Todd Miller,Chemistry,77241.6
7649,Nicole Velez,Computer,57361.78
7650,Joshua Gates,Physics,31148.35
7651,Barbara Murphy,Science,47401.24
7652,Jason Hernandez,English,31052.13
7653,Jasmine Jenkins,Biology,70398.55
7654,Jose Brown,History,46493.21
7655,Joshua Case,Chemistry,63764.78
7656,Michael Wilson,Computer,45674.99
7657,Joshua Roberson,English,55284.77
7658,Veronica Cooper,Chemistry,61505.5
7659,Thomas Woodard,History,69617.95
7660,Madison Guerra,English,37361.46
7661,Lauren Haas,Physics,66047.96
7662,Kathryn Wells,Geography,76642.93
7663,Brandon Campbell,History,57557.79
7664,Jessica King,History,69357.04
7665,Charles West,Computer,73017.91
7666,Ashley Alvarez,Math,76921.22
7667,Tiffany Sullivan,English,44945.73
7668,Lindsey Miller,History,47125.97
7669,Nicole Chase,Science,31018.26
7670,Susan Young,History,63341.93
7671,Kenneth Phillips,Physics,37340.01
7672,Katherine Thomas,Physics,62916.36
7673,Caleb Graves,History,50948.97
7674,Patrick Gay,Physics,57143.77
7675,Sheila Weaver,History,51342.03
7676,Gerald Sloan,Science,67197.97
7677,Katie Scott,Physics,30145.95
7678,Michele Armstrong,Computer,76373.61
7679,Corey White,Science,60477.9
7680,Joseph Banks,Geography,37031.06
7681,Gabriel Morris,History,75059.24
7682,Heidi Gordon,Geography,44889.85
7683,Kenneth Davenport,Chemistry,62683.33
7684,Laurie Thompson,Geography,51488.8
7685,Timothy Smith,Biology,31719.72
7686,Mrs. Cindy Williams,Math,52499.36
7687,Marcus Doyle,Computer,43392.14
7688,Mary Hall,History,63937.63
7689,Patricia Robertson,Science,51848.95
7690,Nicole Brown,Chemistry,70272.12
7691,Tammy Collins,Physics,76209.13
7692,Robert Brown,Geography,67813.78
7693,Mark Jackson,Geography,57738.97
7694,Denise Simpson,Physics,48283.03
7695,Jamie Dixon,Computer,76027.67
7696,Antonio York,Biology,37206.33
7697,Lisa Patterson,Science,45487.09
7698,Lisa Reyes,English,39614.23
7699,Kurt Brown,English,56199.59
7700,Hannah Richards,English,30648.67
7701,John Jones,Computer,74303.17
7702,Kelsey Lewis,History,34023.65
7703,Martin Hughes,Science,63227.08
7704,Lisa Anderson,English,42768.87
7705,John Gonzalez,Geography,48247.28
7706,Jessica Brown MD,Math,52941.77
7707,Renee Blackwell,History,51657.26
7708,Bradley Gonzales,Geography,57557.53
7709,Cheryl Mccarthy,Biology,45614.87
7710,Michelle Ortega,History,34344.52
7711,Lisa Blake,Geography,74743.39
7712,Roberto West,Chemistry,45695.34
7713,Autumn Hughes,Geography,51141.58
7714,Samantha Heath,English,72220.01
7715,Andrea Stewart,Math,69178.52
7716,Kyle Woods,Math,54042.83
7717,Fred Lane,Chemistry,58462.38
7718,Joshua Cisneros,Chemistry,39689.62
7719,Karen Hansen,Physics,33862.58
7720,Darrell Durham,Geography,72232.27
7721,Linda Padilla,History,30974.79
7722,Eric Doyle,Math,66355.33
7723,Joseph Yang,History,74670.08
7724,Daniel Bates,Geography,70704.8
7725,Daniel Garcia,Computer,64908.35
7726,Justin Welch,Chemistry,31439.04
7727,Susan Wallace,Math,46870.17
7728,Susan Grimes,Physics,56516.39
7729,Anne Ryan,Math,32329.45
7730,Michael Lucas,Science,36617.08
7731,Betty Alvarado,Computer,55165.53
7732,Lisa Steele,Geography,46260.6
7733,Brian Reed,History,44723.22
7734,Allen Holland,Biology,32956.13
7735,Rodney Haas,Science,49864.54
7736,Robert Mckee,Chemistry,47083.4
7737,Peter Gonzalez,Math,58545.37
7738,Laura Ray,Chemistry,50389.78
7739,Jonathan Cochran,Geography,46339.15
7740,Kelly Hart,English,53210.44
7741,Karen Peterson,History,39502.15
7742,Alexandra Charles,Science,56640.18
7743,Mitchell Evans,Biology,74260.72
7744,Terrance Parrish,Science,72017.47
7745,Kevin Frazier,Biology,57653.96
7746,John Lynch,Biology,41485.15
7747,Teresa Walsh DVM,Physics,34453.7
7748,Jesus Cole,History,31740.66
7749,John Jackson,Math,48882.07
7750,Lori Martinez,Computer,52442.48
7751,Matthew Alvarado,Chemistry,48727.37
7752,Pamela Moore,Science,44442.5
7753,Kevin Jackson,Math,69085.84
7754,Alejandra Garcia,History,72745.63
7755,Manuel Robertson,Biology,67957.05
7756,Jamie Little,English,58345.96
7757,Kelly Black,English,36869.54
7758,Mrs. Katelyn Macias MD,History,58743.39
7759,Ashley Sweeney,Biology,68726.94
7760,Donald Mccarthy,Chemistry,47443.73
7761,Jason Pineda,Physics,74570.73
7762,James Smith,Math,54716.19
7763,Jordan Christensen,Biology,56726.09
7764,Joyce Patrick,Computer,70087.79
7765,Mark Davis,Geography,77505.91
7766,Michael Turner,Computer,72151.97
7767,Karen Carter,Science,48715.56
7768,Sierra Johnson,Science,30487.98
7769,Kelly Williamson,English,52939.76
7770,Edward Jackson,Chemistry,65412.0
7771,Taylor Collins,Geography,61280.08
7772,John Kelley,Biology,64567.61
7773,Sara Stark,Chemistry,73271.79
7774,Zoe Ortiz,Computer,31198.7
7775,Jamie Morris,Geography,68311.7
7776,Lydia Cole,Physics,66777.65
7777,Jared Lopez,Biology,62462.91
7778,Cassandra Walker,History,30784.83
7779,Amy Baker,Geography,53600.05
7780,Tabitha Phillips,Geography,58721.22
7781,Kristen Duncan,Physics,36556.76
7782,Lawrence Johnson,Geography,58882.64
7783,Robert Robinson,Chemistry,53628.07
7784,Katie Baker,Science,49713.7
7785,Wendy Bowen,Physics,52918.87
7786,Bradley Byrd,Science,50550.38
7787,Darius Juarez,Chemistry,46264.75
7788,Jason Wright,Computer,72311.17
7789,Anna King,Physics,72340.42
7790,Lisa Bennett,History,43476.92
7791,Raymond Wells,English,67225.33
7792,Christina Gomez,Math,39457.36
7793,Ronald Crawford,English,32298.29
7794,Charles Taylor,Science,62946.59
7795,Denise Grant,Chemistry,50790.87
7796,Dylan Morgan,Math,65003.51
7797,Ashley Norman MD,Biology,30948.17
7798,James Walter,Chemistry,39856.89
7799,Scott Ritter,Math,70580.26
7800,Adriana Price,Biology,33980.8
7801,Kimberly Herring,Math,34685.6
7802,Nicholas Martinez,Computer,68816.39
7803,Mark Williams,Science,41764.18
7804,Elizabeth Barron,Biology,50907.19
7805,Kenneth Gordon,English,52059.73
